subject_name,slice,batch
sub-r009s043,4,5
sub-r017s104,42,5
sub-r048s008,75,5
sub-r003s013,171,5
sub-r042s010,74,6
sub-r038s014,10,6
sub-r009s071,21,6
sub-r004s005,88,6
sub-r040s086,22,6
sub-r009s014,62,6
sub-r034s021,53,6
sub-r047s035,8,6
sub-r009s012,103,6
sub-r009s005,3,6
sub-r003s001,2,6
sub-r009s115,121,6
sub-r010s006,55,6
sub-r019s001,157,6
sub-r035s013,187,6
sub-r038s017,34,6
sub-r005s015,28,6
sub-r028s002,1,6
sub-r004s008,84,6
sub-r002s005,137,6
sub-r009s016,183,6
sub-r029s009,5,6
sub-r038s022,49,6
sub-r034s012,87,6
sub-r040s016,155,6
sub-r009s089,155,6
sub-r052s007,92,6
sub-r002s005,165,6
sub-r047s035,144,6
sub-r009s089,3,6
sub-r028s002,164,6
sub-r040s017,150,6
sub-r047s014,84,7
sub-r038s089,182,7
sub-r019s001,59,7
sub-r009s064,84,7
sub-r002s010,6,7
sub-r018s007,188,7
sub-r040s049,170,7
sub-r009s013,123,7
sub-r010s012,171,7
sub-r011s016,28,7
sub-r034s012,143,7
sub-r010s018,152,7
sub-r010s022,157,7
sub-r003s010,145,7
sub-r052s019,39,7
sub-r040s049,6,7
sub-r038s093,85,7
sub-r010s012,111,7
sub-r009s115,75,7
sub-r009s074,25,7
sub-r040s016,157,7
sub-r038s093,81,7
sub-r001s003,67,7
sub-r045s002,7,7
sub-r009s108,179,7
sub-r015s001,151,7
sub-r004s005,174,7
sub-r019s008,29,7
sub-r040s016,176,7
sub-r009s013,52,7
sub-r004s018,50,7
sub-r049s011,100,7
sub-r040s086,50,8
sub-r038s067,21,8
sub-r038s049,31,8
sub-r009s014,148,8
sub-r004s008,74,8
sub-r042s023,185,8
sub-r038s021,136,8
sub-r009s115,99,8
sub-r040s031,44,8
sub-r018s011,87,8
sub-r004s031,23,8
sub-r017s110,187,8
sub-r004s022,79,8
sub-r031s012,6,8
sub-r048s008,71,8
sub-r034s012,129,8
sub-r009s071,175,8
sub-r034s012,79,8
sub-r010s018,67,8
sub-r009s020,35,8
sub-r040s086,8,8
sub-r038s006,100,8
sub-r035s005,88,8
sub-r031s035,186,8
sub-r009s089,146,8
sub-r048s014,33,8
sub-r047s039,44,8
sub-r027s052,179,8
sub-r009s014,135,8
sub-r009s016,134,8
sub-r004s022,55,8
sub-r038s022,46,8
sub-r019s008,79,9
sub-r027s032,6,9
sub-r003s003,179,9
sub-r009s014,175,9
sub-r042s023,34,9
sub-r004s035,9,9
sub-r040s046,3,9
sub-r009s071,140,9
sub-r011s016,184,9
sub-r011s016,59,9
sub-r042s003,188,9
sub-r009s014,25,9
sub-r047s035,167,9
sub-r010s019,185,9
sub-r005s049,83,9
sub-r004s005,180,9
sub-r010s019,37,9
sub-r010s018,155,9
sub-r015s008,61,9
sub-r005s075,61,9
sub-r009s108,174,9
sub-r035s013,171,9
sub-r035s005,23,9
sub-r018s011,28,9
sub-r038s067,102,9
sub-r004s018,89,9
sub-r011s001,22,9
sub-r042s004,37,9
sub-r028s002,178,9
sub-r048s032,35,9
sub-r040s016,165,9
sub-r009s074,39,9
sub-r009s004,16,10
sub-r049s026,185,10
sub-r047s041,1,10
sub-r009s013,18,10
sub-r038s006,22,10
sub-r005s075,5,10
sub-r042s015,32,10
sub-r038s093,80,10
sub-r009s016,20,10
sub-r029s009,90,10
sub-r042s032,7,10
sub-r018s007,71,10
sub-r019s001,112,10
sub-r009s005,124,10
sub-r009s054,104,10
sub-r001s016,102,10
sub-r029s004,154,10
sub-r015s008,55,10
sub-r004s008,2,10
sub-r011s010,67,10
sub-r009s064,115,10
sub-r045s002,96,10
sub-r002s005,83,10
sub-r042s003,1,10
sub-r035s013,186,10
sub-r018s011,0,10
sub-r011s016,79,10
sub-r031s035,182,10
sub-r038s021,30,10
sub-r038s017,19,10
sub-r002s003,51,10
sub-r042s015,43,10
sub-r009s043,132,11
sub-r011s001,53,11
sub-r004s012,52,11
sub-r009s012,90,11
sub-r049s026,34,11
sub-r017s104,11,11
sub-r015s001,35,11
sub-r038s022,55,11
sub-r042s008,177,11
sub-r004s010,1,11
sub-r027s048,15,11
sub-r002s003,84,11
sub-r011s001,52,11
sub-r009s012,131,11
sub-r010s022,138,11
sub-r029s004,39,11
sub-r009s013,27,11
sub-r009s012,54,11
sub-r035s013,87,11
sub-r009s016,102,11
sub-r019s008,174,11
sub-r042s032,13,11
sub-r042s032,187,11
sub-r040s016,41,11
sub-r034s012,108,11
sub-r009s041,125,11
sub-r048s014,178,11
sub-r042s003,36,11
sub-r040s031,25,11
sub-r042s010,0,11
sub-r048s014,131,11
sub-r010s022,71,11
sub-r049s026,151,12
sub-r009s012,70,12
sub-r003s013,146,12
sub-r038s006,131,12
sub-r010s018,72,12
sub-r009s108,0,12
sub-r052s019,96,12
sub-r005s075,32,12
sub-r004s018,47,12
sub-r005s049,30,12
sub-r009s013,120,12
sub-r046s007,59,12
sub-r048s008,55,12
sub-r047s035,182,12
sub-r004s013,65,12
sub-r042s015,41,12
sub-r038s067,134,12
sub-r035s013,185,12
sub-r002s003,52,12
sub-r009s063,184,12
sub-r035s005,91,12
sub-r004s008,27,12
sub-r048s032,132,12
sub-r004s013,69,12
sub-r027s031,54,12
sub-r009s074,125,12
sub-r029s009,65,12
sub-r047s039,138,12
sub-r009s074,165,12
sub-r009s043,48,12
sub-r027s032,52,12
sub-r038s017,52,12
sub-r038s093,167,13
sub-r046s001,64,13
sub-r040s016,19,13
sub-r042s003,53,13
sub-r009s005,8,13
sub-r048s032,40,13
sub-r009s004,169,13
sub-r040s053,63,13
sub-r031s012,165,13
sub-r009s071,124,13
sub-r010s018,139,13
sub-r009s012,84,13
sub-r034s039,44,13
sub-r003s013,30,13
sub-r009s054,150,13
sub-r034s039,59,13
sub-r009s115,43,13
sub-r045s002,150,13
sub-r047s041,35,13
sub-r003s010,157,13
sub-r038s057,158,13
sub-r040s016,95,13
sub-r009s005,19,13
sub-r004s005,107,13
sub-r040s049,68,13
sub-r004s018,25,13
sub-r003s010,180,13
sub-r034s012,178,13
sub-r019s001,144,13
sub-r040s016,188,13
sub-r047s039,21,13
sub-r009s020,36,13
sub-r003s008,23,14
sub-r052s007,121,14
sub-r009s064,33,14
sub-r009s043,71,14
sub-r003s008,80,14
sub-r034s039,40,14
sub-r040s049,33,14
sub-r029s004,65,14
sub-r031s035,136,14
sub-r042s023,12,14
sub-r009s017,5,14
sub-r009s064,102,14
sub-r038s089,5,14
sub-r009s017,24,14
sub-r011s022,176,14
sub-r009s009,143,14
sub-r047s035,1,14
sub-r038s089,15,14
sub-r009s043,21,14
sub-r049s026,37,14
sub-r010s006,12,14
sub-r035s005,185,14
sub-r009s013,2,14
sub-r015s001,77,14
sub-r034s021,54,14
sub-r003s010,118,14
sub-r040s059,75,14
sub-r009s014,8,14
sub-r002s005,18,14
sub-r010s006,32,14
sub-r019s001,95,14
sub-r009s017,105,14
sub-r011s016,187,15
sub-r049s011,11,15
sub-r009s012,25,15
sub-r011s016,146,15
sub-r028s002,22,15
sub-r004s005,25,15
sub-r009s009,136,15
sub-r031s034,36,15
sub-r004s010,28,15
sub-r009s064,185,15
sub-r001s016,9,15
sub-r009s071,16,15
sub-r009s043,185,15
sub-r040s031,19,15
sub-r010s012,161,15
sub-r009s017,23,15
sub-r040s049,180,15
sub-r009s005,158,15
sub-r009s020,102,15
sub-r038s089,166,15
sub-r042s004,17,15
sub-r009s064,86,15
sub-r042s010,83,15
sub-r001s016,182,15
sub-r049s026,129,15
sub-r015s008,44,15
sub-r042s004,147,15
sub-r045s002,81,15
sub-r042s004,171,15
sub-r045s002,38,15
sub-r009s005,66,15
sub-r004s008,49,15
sub-r015s008,130,16
sub-r015s008,5,16
sub-r010s019,7,16
sub-r010s018,173,16
sub-r001s003,165,16
sub-r009s074,85,16
sub-r042s010,148,16
sub-r009s063,116,16
sub-r027s052,44,16
sub-r001s003,151,16
sub-r035s005,167,16
sub-r017s110,17,16
sub-r029s009,29,16
sub-r029s004,159,16
sub-r035s005,186,16
sub-r003s013,94,16
sub-r015s008,90,16
sub-r004s031,95,16
sub-r009s013,53,16
sub-r009s043,93,16
sub-r027s048,143,16
sub-r042s003,63,16
sub-r029s009,140,16
sub-r004s012,165,16
sub-r046s007,77,16
sub-r004s008,156,16
sub-r009s020,128,16
sub-r027s052,118,16
sub-r004s022,65,16
sub-r009s004,140,16
sub-r009s017,32,16
sub-r042s004,13,16
sub-r031s034,50,17
sub-r048s032,154,17
sub-r040s004,76,17
sub-r010s012,25,17
sub-r031s025,82,17
sub-r019s008,130,17
sub-r042s010,187,17
sub-r009s063,180,17
sub-r009s071,176,17
sub-r017s110,48,17
sub-r011s010,181,17
sub-r046s007,85,17
sub-r011s010,0,17
sub-r009s009,41,17
sub-r011s016,54,17
sub-r009s043,175,17
sub-r011s022,175,17
sub-r019s001,6,17
sub-r046s007,2,17
sub-r009s013,133,17
sub-r038s006,67,17
sub-r029s009,104,17
sub-r004s031,11,17
sub-r042s010,82,17
sub-r042s003,76,17
sub-r042s010,173,17
sub-r011s010,7,17
sub-r052s007,188,17
sub-r002s005,15,17
sub-r009s016,100,17
sub-r040s017,171,17
sub-r018s007,180,17
sub-r040s059,163,18
sub-r038s006,29,18
sub-r040s053,60,18
sub-r001s003,147,18
sub-r003s013,80,18
sub-r027s048,9,18
sub-r040s046,41,18
sub-r003s013,182,18
sub-r052s019,23,18
sub-r049s026,25,18
sub-r052s007,153,18
sub-r042s008,29,18
sub-r048s032,1,18
sub-r011s016,140,18
sub-r011s010,174,18
sub-r009s017,125,18
sub-r042s015,185,18
sub-r003s010,76,18
sub-r034s047,35,18
sub-r009s012,36,18
sub-r042s023,43,18
sub-r009s115,178,18
sub-r048s008,95,18
sub-r004s022,37,18
sub-r048s008,80,18
sub-r050s002,8,18
sub-r010s019,96,18
sub-r038s093,103,18
sub-r027s052,55,18
sub-r040s049,187,18
sub-r029s004,31,18
sub-r009s054,29,18
sub-r009s012,55,19
sub-r011s022,101,19
sub-r009s041,88,19
sub-r015s001,154,19
sub-r009s041,106,19
sub-r005s049,86,19
sub-r011s022,9,19
sub-r009s064,131,19
sub-r009s054,182,19
sub-r040s049,38,19
sub-r042s003,158,19
sub-r001s016,25,19
sub-r042s004,12,19
sub-r035s005,75,19
sub-r038s093,164,19
sub-r040s017,185,19
sub-r004s035,31,19
sub-r048s014,67,19
sub-r009s014,178,19
sub-r001s003,68,19
sub-r050s002,171,19
sub-r009s004,30,19
sub-r038s022,21,19
sub-r003s010,56,19
sub-r027s032,147,19
sub-r009s071,20,19
sub-r046s007,41,19
sub-r038s014,9,19
sub-r034s047,51,19
sub-r038s093,109,19
sub-r010s022,24,19
sub-r048s008,21,19
sub-r005s049,16,20
sub-r047s014,17,20
sub-r027s052,161,20
sub-r009s014,20,20
sub-r042s003,2,20
sub-r034s047,62,20
sub-r038s057,162,20
sub-r010s019,42,20
sub-r005s049,95,20
sub-r038s093,160,20
sub-r009s005,63,20
sub-r034s012,114,20
sub-r047s039,147,20
sub-r004s031,174,20
sub-r027s032,15,20
sub-r042s003,74,20
sub-r040s059,79,20
sub-r017s104,44,20
sub-r011s016,149,20
sub-r003s010,82,20
sub-r048s032,159,20
sub-r010s006,134,20
sub-r029s009,178,20
sub-r040s049,11,20
sub-r003s013,163,20
sub-r038s067,53,20
sub-r048s032,160,20
sub-r027s048,187,20
sub-r004s010,162,20
sub-r010s012,170,20
sub-r003s010,89,20
sub-r010s018,107,20
sub-r002s005,159,21
sub-r040s004,67,21
sub-r009s041,117,21
sub-r009s054,39,21
sub-r009s005,75,21
sub-r011s001,102,21
sub-r015s008,50,21
sub-r009s016,52,21
sub-r038s021,13,21
sub-r001s014,174,21
sub-r038s022,41,21
sub-r004s013,49,21
sub-r011s016,42,21
sub-r011s016,124,21
sub-r002s005,65,21
sub-r019s001,3,21
sub-r009s041,62,21
sub-r052s010,30,21
sub-r038s014,176,21
sub-r042s008,43,21
sub-r038s021,79,21
sub-r038s093,55,21
sub-r019s001,109,21
sub-r009s115,166,21
sub-r045s002,78,21
sub-r048s008,54,21
sub-r004s010,59,21
sub-r038s089,154,21
sub-r004s013,19,21
sub-r004s035,29,21
sub-r018s007,64,21
sub-r009s012,141,21
sub-r003s013,88,22
sub-r049s011,95,22
sub-r035s005,138,22
sub-r034s012,110,22
sub-r005s075,29,22
sub-r034s012,82,22
sub-r009s041,0,22
sub-r009s012,71,22
sub-r004s035,168,22
sub-r049s026,14,22
sub-r027s032,145,22
sub-r045s002,63,22
sub-r042s008,13,22
sub-r038s093,42,22
sub-r018s007,54,22
sub-r003s008,27,22
sub-r009s074,100,22
sub-r011s016,114,22
sub-r019s001,150,22
sub-r046s001,29,22
sub-r018s011,60,22
sub-r040s017,153,22
sub-r035s005,38,22
sub-r038s057,24,22
sub-r042s003,136,22
sub-r009s063,152,22
sub-r009s043,91,22
sub-r040s017,4,22
sub-r028s002,122,22
sub-r040s053,6,22
sub-r042s004,84,22
sub-r040s059,0,22
sub-r002s010,61,23
sub-r002s005,28,23
sub-r011s001,104,23
sub-r049s011,80,23
sub-r049s011,92,23
sub-r004s005,1,23
sub-r011s010,10,23
sub-r029s004,180,23
sub-r001s003,169,23
sub-r031s035,24,23
sub-r009s071,5,23
sub-r052s007,182,23
sub-r048s014,186,23
sub-r027s032,178,23
sub-r038s093,110,23
sub-r042s003,88,23
sub-r048s032,33,23
sub-r040s046,130,23
sub-r029s009,135,23
sub-r046s001,166,23
sub-r045s002,16,23
sub-r004s018,74,23
sub-r047s039,4,23
sub-r027s052,48,23
sub-r027s032,0,23
sub-r009s014,106,23
sub-r038s014,0,23
sub-r046s007,55,23
sub-r010s022,85,23
sub-r017s104,35,23
sub-r009s108,119,23
sub-r034s047,102,23
sub-r009s016,101,24
sub-r046s007,62,24
sub-r009s074,124,24
sub-r009s009,3,24
sub-r048s008,35,24
sub-r038s049,3,24
sub-r042s003,55,24
sub-r038s006,21,24
sub-r038s089,44,24
sub-r004s012,44,24
sub-r038s089,167,24
sub-r009s108,20,24
sub-r010s018,1,24
sub-r048s008,171,24
sub-r042s004,177,24
sub-r010s012,64,24
sub-r009s115,163,24
sub-r009s054,48,24
sub-r038s022,35,24
sub-r048s014,76,24
sub-r027s032,37,24
sub-r042s004,173,24
sub-r003s003,27,24
sub-r047s041,18,24
sub-r038s022,38,24
sub-r009s054,45,24
sub-r010s006,98,24
sub-r035s005,140,24
sub-r038s017,25,24
sub-r038s093,115,24
sub-r035s013,58,24
sub-r031s035,142,24
sub-r009s089,34,25
sub-r038s021,58,25
sub-r038s006,26,25
sub-r047s039,175,25
sub-r003s008,75,25
sub-r009s014,172,25
sub-r009s074,107,25
sub-r015s001,26,25
sub-r004s008,95,25
sub-r040s049,77,25
sub-r009s054,25,25
sub-r038s006,154,25
sub-r009s014,109,25
sub-r009s115,148,25
sub-r004s031,83,25
sub-r047s039,169,25
sub-r047s014,86,25
sub-r004s012,36,25
sub-r009s020,134,25
sub-r034s012,94,25
sub-r046s007,88,25
sub-r047s014,182,25
sub-r027s052,133,25
sub-r031s012,177,25
sub-r040s053,187,25
sub-r052s007,138,25
sub-r048s032,129,25
sub-r009s063,171,25
sub-r040s017,18,25
sub-r052s010,55,25
sub-r011s016,57,25
sub-r011s022,85,25
sub-r049s011,93,26
sub-r040s031,28,26
sub-r027s052,18,26
sub-r009s004,4,26
sub-r035s005,90,26
sub-r052s007,52,26
sub-r011s001,154,26
sub-r035s013,61,26
sub-r004s010,25,26
sub-r040s046,173,26
sub-r029s004,41,26
sub-r028s002,11,26
sub-r019s001,73,26
sub-r052s010,26,26
sub-r003s001,51,26
sub-r046s001,45,26
sub-r009s016,3,26
sub-r040s059,17,26
sub-r050s002,155,26
sub-r011s016,76,26
sub-r003s003,63,26
sub-r009s020,131,26
sub-r003s001,4,26
sub-r009s016,1,26
sub-r042s004,15,26
sub-r047s039,183,26
sub-r004s031,62,26
sub-r015s008,138,26
sub-r028s002,141,26
sub-r031s025,74,26
sub-r042s004,166,26
sub-r002s010,69,26
sub-r009s016,46,27
sub-r019s001,4,27
sub-r046s001,180,27
sub-r009s115,33,27
sub-r004s013,40,27
sub-r040s046,120,27
sub-r001s016,151,27
sub-r004s035,42,27
sub-r010s012,134,27
sub-r029s004,0,27
sub-r047s014,176,27
sub-r027s052,40,27
sub-r004s012,9,27
sub-r031s025,71,27
sub-r015s001,163,27
sub-r004s008,143,27
sub-r038s021,87,27
sub-r009s071,137,27
sub-r002s003,96,27
sub-r052s007,99,27
sub-r009s074,4,27
sub-r038s006,130,27
sub-r015s001,31,27
sub-r009s074,102,27
sub-r046s007,129,27
sub-r035s005,108,27
sub-r010s022,51,27
sub-r040s017,135,27
sub-r038s093,18,27
sub-r046s001,40,27
sub-r042s023,26,27
sub-r009s013,90,27
sub-r003s001,100,28
sub-r038s067,94,28
sub-r038s021,158,28
sub-r027s048,22,28
sub-r046s007,135,28
sub-r038s057,155,28
sub-r004s008,12,28
sub-r011s016,31,28
sub-r045s002,146,28
sub-r010s022,176,28
sub-r040s053,12,28
sub-r042s008,164,28
sub-r052s019,92,28
sub-r049s026,93,28
sub-r048s032,177,28
sub-r009s013,125,28
sub-r004s022,40,28
sub-r002s010,7,28
sub-r052s019,43,28
sub-r010s022,64,28
sub-r003s013,159,28
sub-r042s004,136,28
sub-r009s017,188,28
sub-r009s115,181,28
sub-r019s001,175,28
sub-r001s016,82,28
sub-r004s013,8,28
sub-r038s067,131,28
sub-r009s004,125,28
sub-r009s016,87,28
sub-r027s052,132,28
sub-r042s003,91,28
sub-r031s025,80,29
sub-r034s021,155,29
sub-r009s041,126,29
sub-r040s004,42,29
sub-r038s089,143,29
sub-r035s013,163,29
sub-r009s041,20,29
sub-r040s049,85,29
sub-r040s017,87,29
sub-r009s013,158,29
sub-r038s006,181,29
sub-r038s006,20,29
sub-r034s012,134,29
sub-r035s013,125,29
sub-r009s041,137,29
sub-r018s011,56,29
sub-r010s006,87,29
sub-r005s049,160,29
sub-r027s031,169,29
sub-r009s016,25,29
sub-r005s075,173,29
sub-r004s008,166,29
sub-r040s004,30,29
sub-r038s021,86,29
sub-r027s032,161,29
sub-r009s071,82,29
sub-r010s006,37,29
sub-r040s046,25,29
sub-r047s039,128,29
sub-r011s016,36,29
sub-r052s019,24,29
sub-r011s022,1,29
sub-r047s035,0,30
sub-r011s016,71,30
sub-r009s005,1,30
sub-r002s003,82,30
sub-r002s010,67,30
sub-r017s104,187,30
sub-r027s052,64,30
sub-r042s004,61,30
sub-r001s016,186,30
sub-r015s001,136,30
sub-r004s022,51,30
sub-r031s012,14,30
sub-r031s025,8,30
sub-r004s022,77,30
sub-r031s035,143,30
sub-r019s008,58,30
sub-r038s067,128,30
sub-r009s054,61,30
sub-r029s004,55,30
sub-r010s006,43,30
sub-r009s115,135,30
sub-r011s022,142,30
sub-r002s005,81,30
sub-r038s057,53,30
sub-r031s034,16,30
sub-r050s002,15,30
sub-r046s007,19,30
sub-r027s052,146,30
sub-r004s031,57,30
sub-r034s021,37,30
sub-r046s001,75,30
sub-r038s057,174,30
sub-r028s002,179,31
sub-r042s008,45,31
sub-r027s052,27,31
sub-r029s009,76,31
sub-r004s010,9,31
sub-r019s008,78,31
sub-r019s001,135,31
sub-r004s018,62,31
sub-r027s048,148,31
sub-r015s001,62,31
sub-r002s005,155,31
sub-r015s008,6,31
sub-r042s023,49,31
sub-r042s003,93,31
sub-r042s023,175,31
sub-r038s067,66,31
sub-r003s010,166,31
sub-r038s017,157,31
sub-r029s004,156,31
sub-r019s001,128,31
sub-r009s115,49,31
sub-r031s035,4,31
sub-r010s018,14,31
sub-r038s017,162,31
sub-r042s010,28,31
sub-r009s115,154,31
sub-r001s003,7,31
sub-r034s047,130,31
sub-r019s001,30,31
sub-r045s002,152,31
sub-r009s071,134,31
sub-r003s008,71,31
sub-r003s003,182,32
sub-r017s104,30,32
sub-r003s013,16,32
sub-r001s003,150,32
sub-r031s025,57,32
sub-r038s089,180,32
sub-r031s025,39,32
sub-r031s012,136,32
sub-r031s025,16,32
sub-r040s017,16,32
sub-r035s005,30,32
sub-r018s011,80,32
sub-r001s014,27,32
sub-r010s012,60,32
sub-r029s004,19,32
sub-r004s008,58,32
sub-r003s001,72,32
sub-r046s007,153,32
sub-r009s009,21,32
sub-r049s011,180,32
sub-r002s005,8,32
sub-r011s010,71,32
sub-r047s039,31,32
sub-r049s011,164,32
sub-r011s022,80,32
sub-r038s057,40,32
sub-r048s014,56,32
sub-r038s006,85,32
sub-r002s003,27,32
sub-r004s022,67,32
sub-r038s093,125,32
sub-r009s012,115,32
sub-r048s032,12,33
sub-r004s031,37,33
sub-r004s008,79,33
sub-r027s052,11,33
sub-r009s115,156,33
sub-r038s093,52,33
sub-r047s039,181,33
sub-r004s012,160,33
sub-r010s012,175,33
sub-r027s052,119,33
sub-r038s093,49,33
sub-r009s009,33,33
sub-r042s008,37,33
sub-r009s020,63,33
sub-r004s031,94,33
sub-r046s001,106,33
sub-r009s013,40,33
sub-r003s013,170,33
sub-r038s014,136,33
sub-r029s009,88,33
sub-r048s008,188,33
sub-r031s035,154,33
sub-r009s089,0,33
sub-r042s004,182,33
sub-r004s031,52,33
sub-r001s016,21,33
sub-r031s035,16,33
sub-r047s039,87,33
sub-r009s064,13,33
sub-r004s008,133,33
sub-r031s025,13,33
sub-r040s017,55,33
sub-r038s022,83,34
sub-r040s049,165,34
sub-r009s054,176,34
sub-r009s043,159,34
sub-r003s010,150,34
sub-r015s001,161,34
sub-r049s026,150,34
sub-r005s049,31,34
sub-r001s016,172,34
sub-r002s003,100,34
sub-r047s041,13,34
sub-r009s005,72,34
sub-r042s004,98,34
sub-r040s053,56,34
sub-r048s008,28,34
sub-r019s008,20,34
sub-r002s003,14,34
sub-r003s008,52,34
sub-r009s115,145,34
sub-r009s064,176,34
sub-r009s017,91,34
sub-r042s003,92,34
sub-r009s009,26,34
sub-r001s003,22,34
sub-r038s021,180,34
sub-r042s032,22,34
sub-r046s001,77,34
sub-r010s019,71,34
sub-r019s001,39,34
sub-r015s001,17,34
sub-r047s039,92,34
sub-r047s014,7,34
sub-r009s115,56,35
sub-r042s010,87,35
sub-r038s057,173,35
sub-r040s059,49,35
sub-r034s021,64,35
sub-r004s010,175,35
sub-r038s017,39,35
sub-r047s035,38,35
sub-r003s010,137,35
sub-r009s014,141,35
sub-r010s006,45,35
sub-r047s035,20,35
sub-r034s047,61,35
sub-r009s012,91,35
sub-r038s021,96,35
sub-r003s001,57,35
sub-r003s008,44,35
sub-r009s108,23,35
sub-r004s010,80,35
sub-r040s017,85,35
sub-r038s067,99,35
sub-r034s012,92,35
sub-r052s010,12,35
sub-r011s016,151,35
sub-r027s048,39,35
sub-r004s035,24,35
sub-r009s016,109,35
sub-r009s014,14,35
sub-r027s052,140,35
sub-r009s043,63,35
sub-r028s002,5,35
sub-r052s007,174,35
sub-r018s011,4,36
sub-r034s047,173,36
sub-r038s089,40,36
sub-r009s014,13,36
sub-r009s005,77,36
sub-r009s017,90,36
sub-r040s017,78,36
sub-r009s017,16,36
sub-r038s089,176,36
sub-r009s004,184,36
sub-r040s046,67,36
sub-r047s014,180,36
sub-r009s074,13,36
sub-r010s019,36,36
sub-r019s008,44,36
sub-r009s004,165,36
sub-r040s046,163,36
sub-r009s071,151,36
sub-r009s071,125,36
sub-r042s003,29,36
sub-r031s025,26,36
sub-r003s001,80,36
sub-r005s075,67,36
sub-r042s023,47,36
sub-r035s013,71,36
sub-r017s110,7,36
sub-r003s001,98,36
sub-r040s046,108,36
sub-r042s032,10,36
sub-r042s003,124,36
sub-r052s007,13,36
sub-r009s064,79,36
sub-r009s005,105,37
sub-r015s001,168,37
sub-r038s021,187,37
sub-r031s034,39,37
sub-r018s011,27,37
sub-r031s012,187,37
sub-r046s001,154,37
sub-r027s032,149,37
sub-r011s022,78,37
sub-r040s049,166,37
sub-r034s047,77,37
sub-r034s021,83,37
